participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.dictator,player.recipient,player.gave,player.kept,player.task2payoff,player.droppedoutDG,player.payoff,group.id_in_subsession,group.dictator_amt,group.recipient_amt,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
23,apb5htfb,P23,0,74,74,el_end,B_End,2020-10-07 23:10:03.670558+00:00,1,,,11.25,2,0,1,0,300,150,,0.00,11,150,150,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
24,yul47kmt,P24,0,74,74,el_end,B_End,2020-10-07 23:11:02.487390+00:00,1,,,0.00,2,0,1,10,290,150,,0.00,12,150,150,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
1,mahz01se,P1,0,74,74,el_end,B_End,2020-10-08 00:51:55.670277+00:00,1,,,22.50,1,1,0,0,300,300,,0.00,1,300,0,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
2,xaotb2ij,P3,0,73,74,el_end,A_Dropout,2020-10-08 00:52:13.235192+00:00,1,,,0.00,1,1,0,150,150,150,1,0.00,2,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
3,zmqjx9n5,P2,0,74,74,el_end,B_End,2020-10-08 00:52:21.451341+00:00,1,,,15.00,1,1,0,150,150,150,,0.00,3,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
4,lhu3zunt,P4,0,74,74,el_end,B_End,2020-10-08 00:52:22.491501+00:00,1,,,6.00,2,0,1,150,150,0,,0.00,1,300,0,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
5,ex48getp,P5,0,74,74,el_end,B_End,2020-10-08 00:52:54.112927+00:00,1,,,8.75,2,0,1,150,150,150,,0.00,2,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
6,fhoyjsdk,P6,0,74,74,el_end,B_End,2020-10-08 00:53:08.752224+00:00,1,,,12.50,2,0,1,100,200,150,,0.00,3,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
7,cp7tbvfo,P8,0,74,74,el_end,B_End,2020-10-08 00:55:58.576823+00:00,1,,,7.50,1,1,0,150,150,150,,0.00,4,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
8,csdemn83,P7,0,74,74,el_end,B_End,2020-10-08 00:55:59.397197+00:00,1,,,9.00,1,1,0,150,150,150,,0.00,5,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
9,st5qot3t,P9,0,74,74,el_end,B_End,2020-10-08 00:56:26.514044+00:00,1,,,9.00,1,1,0,150,150,150,,0.00,6,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
10,nsx5u7nu,P12,0,74,74,el_end,B_End,2020-10-08 00:57:42.186817+00:00,1,,,15.00,2,0,1,0,300,150,,0.00,4,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
11,fypw7k1w,P11,0,74,74,el_end,B_End,2020-10-08 00:58:09.361774+00:00,1,,,13.00,2,0,1,120,180,150,,0.00,5,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
12,zh49wm62,P10,0,74,74,el_end,B_End,2020-10-08 00:59:45.366587+00:00,1,,,9.30,2,0,1,0,300,150,,0.00,6,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
13,8ja5znw5,P13,0,74,74,el_end,B_End,2020-10-08 01:00:07.918124+00:00,1,,,14.50,1,1,0,100,200,200,,0.00,7,200,100,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
14,j6be3pxa,P14,0,74,74,el_end,B_End,2020-10-08 01:00:14.590482+00:00,1,,,12.50,1,1,0,50,250,250,,0.00,8,250,50,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
15,agln9ymk,P17,0,74,74,el_end,B_End,2020-10-08 01:01:07.822242+00:00,1,,,15.00,1,1,0,150,150,150,,0.00,9,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
16,09rebxff,P18,0,74,74,el_end,B_End,2020-10-08 01:01:10.749136+00:00,1,,,12.50,2,0,1,150,150,100,,0.00,7,200,100,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
17,sc5e0t3s,P15,0,74,74,el_end,B_End,2020-10-08 01:01:10.709524+00:00,1,,,7.50,2,0,1,0,300,50,,0.00,8,250,50,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
18,wyfvvubi,P16,0,74,74,el_end,B_End,2020-10-08 01:01:21.127662+00:00,1,,,15.00,2,0,1,0,300,150,,0.00,9,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
19,lks8s73y,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.592129+00:00,1,,,0.00,1,1,0,,,,,0.00,10,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
20,t1r349rd,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.651876+00:00,1,,,0.00,1,1,0,,,,,0.00,11,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
21,s7ak09y2,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.715674+00:00,1,,,0.00,1,1,0,,,,,0.00,12,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
22,wyrouc3n,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.763589+00:00,1,,,0.00,2,0,1,,,,,0.00,10,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
23,riqm26xk,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.806140+00:00,1,,,0.00,2,0,1,,,,,0.00,11,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
24,xb9mzeg1,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.856258+00:00,1,,,0.00,2,0,1,,,,,0.00,12,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
1,2ntkls0n,P4,0,74,74,el_end,B_End,2020-10-08 02:51:01.346650+00:00,1,,,25.00,1,1,0,0,300,300,,0.00,1,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
2,7gpkmel9,P1,0,74,74,el_end,B_End,2020-10-08 02:51:01.834690+00:00,1,,,15.00,1,1,0,0,300,300,,0.00,2,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
3,es796ou6,P3,0,74,74,el_end,B_End,2020-10-08 02:51:03.861710+00:00,1,,,0.00,1,1,0,50,250,250,,0.00,3,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
4,svjydsvf,P2,0,74,74,el_end,B_End,2020-10-08 02:51:04.964741+00:00,1,,,16.25,2,0,1,150,150,0,,0.00,1,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
5,to2es1cd,P5,0,74,74,el_end,B_End,2020-10-08 02:51:36.773114+00:00,1,,,10.00,2,0,1,50,250,0,,0.00,2,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
6,fed3noki,P6,0,74,74,el_end,B_End,2020-10-08 02:52:13.667269+00:00,1,,,15.00,2,0,1,50,250,50,,0.00,3,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
7,5205f3z8,P7,0,74,74,el_end,B_End,2020-10-08 02:54:21.060014+00:00,1,,,20.00,1,1,0,50,250,250,,0.00,4,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
8,mi047txm,P10,0,74,74,el_end,B_End,2020-10-08 02:54:25.638192+00:00,1,,,15.50,1,1,0,150,150,150,,0.00,5,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
9,zda8a51f,P8,0,74,74,el_end,B_End,2020-10-08 02:54:38.147574+00:00,1,,,11.75,1,1,0,150,150,150,,0.00,6,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
10,gtqr9nu5,P11,0,74,74,el_end,B_End,2020-10-08 02:54:53.333830+00:00,1,,,16.25,2,0,1,150,150,50,,0.00,4,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
11,55ze659m,P12,0,74,74,el_end,B_End,2020-10-08 02:55:57.611938+00:00,1,,,17.50,2,0,1,0,300,150,,0.00,5,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
12,wdvqq1i9,P9,0,74,74,el_end,B_End,2020-10-08 02:57:25.423155+00:00,1,,,3.50,2,0,1,150,150,150,,0.00,6,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
13,3zcbff0e,P15,0,74,74,el_end,B_End,2020-10-08 02:58:23.724251+00:00,1,,,21.50,1,1,0,0,300,300,,0.00,7,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
14,wgjcsn7x,P16,0,74,74,el_end,B_End,2020-10-08 02:58:46.566379+00:00,1,,,11.25,1,1,0,150,150,150,,0.00,8,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
15,u6mp7pg8,P14,0,74,74,el_end,B_End,2020-10-08 02:58:52.162101+00:00,1,,,8.00,1,1,0,0,300,300,,0.00,9,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
16,mt0f855h,P17,0,74,74,el_end,B_End,2020-10-08 02:58:52.906801+00:00,1,,,18.00,2,0,1,150,150,0,,0.00,7,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
17,vm36ejcx,P18,0,74,74,el_end,B_End,2020-10-08 02:59:19.802814+00:00,1,,,2.00,2,0,1,50,250,150,,0.00,8,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
18,y7x8ejk0,P13,0,74,74,el_end,B_End,2020-10-08 02:59:21.683036+00:00,1,,,1.25,2,0,1,150,150,0,,0.00,9,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
19,jupozxb0,P20,0,74,74,el_end,B_End,2020-10-08 03:01:33.099849+00:00,1,,,22.50,1,1,0,0,300,300,,0.00,10,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
20,sm5vnuz4,P21,0,74,74,el_end,B_End,2020-10-08 03:01:56.468700+00:00,1,,,10.00,1,1,0,100,200,200,,0.00,11,200,100,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
21,g1fwh1ap,P22,0,74,74,el_end,B_End,2020-10-08 03:02:20.821715+00:00,1,,,14.50,1,1,0,50,250,250,,0.00,12,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
22,vdhfkylf,P23,0,74,74,el_end,B_End,2020-10-08 03:02:23.324197+00:00,1,,,15.00,2,0,1,150,150,0,,0.00,10,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
23,0crf9q59,P24,0,74,74,el_end,B_End,2020-10-08 03:02:42.406351+00:00,1,,,11.25,2,0,1,150,150,100,,0.00,11,200,100,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
24,rqncblzz,P19,0,74,74,el_end,B_End,2020-10-08 03:02:49.232665+00:00,1,,,15.50,2,0,1,20,280,50,,0.00,12,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
